type,domain,trueClass,predClass,predProb
FP,3551.xg4ken.com,non-DGA,DGA,0.8256373833398087
FP,m3.ejxqfzs.com,non-DGA,DGA,0.5610583291050253
FP,cophieu68.vn,non-DGA,DGA,0.5288949895007287
FP,m10.xhzqrhb.cc,non-DGA,DGA,0.889513101863352
FP,outlook-ca-namnorth4.office365.com,non-DGA,DGA,0.7553340525875266
FP,links.sicirculation.mkt6348.com,non-DGA,DGA,0.8599127965713866
FP,server50.firstfind.nl,non-DGA,DGA,0.6776626049371326
FP,m39.xpzipmw.me,non-DGA,DGA,0.7018201358898501
FP,h17007.www1.hpe.com,non-DGA,DGA,0.8467339123114141
FP,m21.zabhxpq.net,non-DGA,DGA,0.6964710438023979
FP,ed1txcb85401.webex.com,non-DGA,DGA,0.727009138289665
FP,cds.s7w4q6b5.hwcdn.net,non-DGA,DGA,0.7734385951936508
FP,media.channel4000.com,non-DGA,DGA,0.5585413153746022
FP,m35.eckyqwb.biz,non-DGA,DGA,0.7569405255113852
FP,m3.kfxtjzb.biz,non-DGA,DGA,0.9429833660571741
FP,mbssgqvfpnbyxkgfxjsy.sc,non-DGA,DGA,0.9875068403870269
FP,admin.cps.k12.il.us,non-DGA,DGA,0.5580998593163617
FP,m8.jqpgxwl.in,non-DGA,DGA,0.8953425173598155
FP,m27.ftqalql.org,non-DGA,DGA,0.5292120895709971
FP,vd29.mycdn.me,non-DGA,DGA,0.5319128388146477
FP,m11.bpgqgwu.biz,non-DGA,DGA,0.8693870106947161
FP,www.vystarcu.org,non-DGA,DGA,0.598144508574144
FP,www.hifiklubben.no,non-DGA,DGA,0.6247300646217319
FP,m32.ptdzxbs.cc,non-DGA,DGA,0.5000755008954016
FP,www.tabnakyazd.ir,non-DGA,DGA,0.6948385371585961
FP,ns1391.ztomy.com,non-DGA,DGA,0.6134972761731077
FP,pbhkhfri.net,non-DGA,DGA,0.5934035064349381
FP,s23.9jwcqt.stream,non-DGA,DGA,0.7354955677222018
FP,ip211.ip-54-36-148.eu,non-DGA,DGA,0.9993015190726909
FP,s2-ru-i.alawar.ru,non-DGA,DGA,0.525969904962482
FP,360wzws.com,non-DGA,DGA,0.8827006865661895
FP,123movieshub.art,non-DGA,DGA,0.7435495875880328
FP,contentz.mkt71.net,non-DGA,DGA,0.574622316603163
FP,20719652p.rfihub.com,non-DGA,DGA,0.8243732003248541
FP,ip50468416.ahcdn.com,non-DGA,DGA,0.8948737426306649
FP,1337x.org,non-DGA,DGA,0.6029043885616356
FP,cgzljzjx.com,non-DGA,DGA,0.8313221567516451
FP,source.qunarzz.quner.com,non-DGA,DGA,0.5140393292690693
FP,jpmglobalcareers.112.2o7.net,non-DGA,DGA,0.6609660936135108
FP,h10145.www1.hpe.com,non-DGA,DGA,0.8229676924456167
FP,scontent-waw1-1.xx.fbcdn.net,non-DGA,DGA,0.7400855032811446
FP,c2z5i5f6.hwcdn.net,non-DGA,DGA,0.8882375942717088
FP,m34.yqjnxqn.com,non-DGA,DGA,0.8239421242694999
FP,rmbpfcveyxchetauhhjg.ga,non-DGA,DGA,0.7214320325659338
FP,m36.nxetkfb.biz,non-DGA,DGA,0.7151754018627543
FP,cdn-v2.glynlyon.com,non-DGA,DGA,0.6810841612724214
FP,pron-xxx.click,non-DGA,DGA,0.6718394760150468
FP,98.ip-149-56-15.net,non-DGA,DGA,0.9985120348357541
FP,4wq44a.vkcache.com,non-DGA,DGA,0.6155875141675383
FP,awsdns-09.co.uk,non-DGA,DGA,0.7255815258848897
FP,m14.xfgoebq.in,non-DGA,DGA,0.6530851252708949
FP,955klos.com,non-DGA,DGA,0.7909412536724498
FP,sekabet276.com,non-DGA,DGA,0.5857156013160452
FP,extdns001.ford.com,non-DGA,DGA,0.7088959981366412
FP,mcjcwxjxkchgjwohiwfm.in,non-DGA,DGA,0.7832229930437778
FP,rpc.pc-printer-discovery-4,non-DGA,DGA,0.7105636371193186
FP,www221.wixdns.net,non-DGA,DGA,0.5381099021721774
FP,m30.xgzgxhb.in,non-DGA,DGA,0.9205563009596336
FP,www5.watchop.xyz,non-DGA,DGA,0.6979513615316668
FP,ns-1380.awsdns-44.org,non-DGA,DGA,0.9402577516495114
FP,mirror.linux.duke.edu,non-DGA,DGA,0.5439978883563348
FP,r3---sn-n0gxfxnu-nh4e.gvt1.com,non-DGA,DGA,0.6706213235457874
FP,www.025sy.cn,non-DGA,DGA,0.8366945086731608
FP,www.affordabletube.xyz,non-DGA,DGA,0.7642259410521768
FP,m12.gbxswyu.net,non-DGA,DGA,0.5338982920870196
FP,f95zone.com,non-DGA,DGA,0.5899048319419236
FP,gmjy.bjchy.gov.cn,non-DGA,DGA,0.8572748246385403
FP,m34.wzhaqem.cc,non-DGA,DGA,0.5438036906579753
FP,20802751p.rfihub.com,non-DGA,DGA,0.7597869558748903
FP,wpc.5a95b.kappacdn.net,non-DGA,DGA,0.6018282824893647
FP,www.quicksurveys.com,non-DGA,DGA,0.6989067799929909
FP,i49.vbox7.com,non-DGA,DGA,0.7977483268259389
FP,api.winwalk.club,non-DGA,DGA,0.5409517635338986
FP,m36.qkqoyqn.com,non-DGA,DGA,0.7607062938209187
FP,m36.bzbrwsq.cc,non-DGA,DGA,0.7854932087580323
FP,m0.mjyaxjr.in,non-DGA,DGA,0.6252031404452245
FP,vd74.mycdn.me,non-DGA,DGA,0.5456600910186254
FP,m33.kxoxpdw.in,non-DGA,DGA,0.7143212869455733
FP,cds.k6j8y7f4.hwcdn.net,non-DGA,DGA,0.8560609089918996
FP,gameserverds.gtm.xboxlive.com,non-DGA,DGA,0.5144564552478301
FP,dahsjklhfdsadajskdljaskldxyu.net,non-DGA,DGA,0.7016267692041822
FP,ax-d.pixfuture.net,non-DGA,DGA,0.6369552628986815
FP,phongkhamdakhoathaibinhduong.vn,non-DGA,DGA,0.6009006011544091
FP,m27.ljnbyzo.net,non-DGA,DGA,0.5897996043696455
FP,dallas2.talk4free.com,non-DGA,DGA,0.518363285100135
FP,dpaprod.kpwpce.kp-aws-cloud.org,non-DGA,DGA,0.5069730888985227
FP,pb-mx13.pobox.com,non-DGA,DGA,0.5661862074655551
FP,xrigxunplofwvwla.kz,non-DGA,DGA,0.9321743364137441
FP,m15.fysauey.me,non-DGA,DGA,0.5034690405534509
FP,zone31-163-137.zaural.ru,non-DGA,DGA,0.9720097244037422
FP,extensionsqueezie.fr,non-DGA,DGA,0.5915468971865399
FP,m23.zzirlpp.com,non-DGA,DGA,0.5554091875547663
FP,p200.net182021086.tnc.ne.jp,non-DGA,DGA,0.8074135449810941
FP,m18.lfkjkqh.cc,non-DGA,DGA,0.8685471245305924
FP,sn-5hnekn76.gvt1.com,non-DGA,DGA,0.8785952282443558
FP,m18.bzjjfrf.org,non-DGA,DGA,0.8985226323295309
FP,gvnxvntorapcjfxmk.im,non-DGA,DGA,0.781374268308382
FP,esxxyjvepoubfx.ru,non-DGA,DGA,0.9321836231665306
FP,imap.asl2abruzzo.it,non-DGA,DGA,0.8073500711485576
FP,m30.lcxeyzb.biz,non-DGA,DGA,0.8036986696719726
FP,ns-151.awsdns-18.com,non-DGA,DGA,0.779433520555852
FP,collector-1499.tvsquared.com,non-DGA,DGA,0.7960269862643137
FP,mobitech-search.xyz,non-DGA,DGA,0.8201326000083335
FP,mtp123.nimble.fyi,non-DGA,DGA,0.6114352036071498
FP,m6.ppjurkg.in,non-DGA,DGA,0.6961048364578932
FP,pybguguducqrccphd.us,non-DGA,DGA,0.6991797253765584
FP,m21.eyjqjpj.me,non-DGA,DGA,0.7780528181250985
FP,12111553.pix-cdn.org,non-DGA,DGA,0.8147122872264296
FP,back-availability-jp.c.hdex.jp,non-DGA,DGA,0.6547298288264461
FP,p232207.mycdn.co,non-DGA,DGA,0.9503708012634215
FP,lk21.network,non-DGA,DGA,0.6767637461703203
FP,http.atzinf.itsupport247.net,non-DGA,DGA,0.5743095973589608
FP,wytlxnumpghds.us,non-DGA,DGA,0.8302274665420645
FP,fnova.myshopify.com,non-DGA,DGA,0.5451791179132527
FP,ipn3.paygistix.net,non-DGA,DGA,0.5321407433534038
FP,sub-174-218-141.myvzw.com,non-DGA,DGA,0.8806512880751173
FP,www.zfrdxjz.com,non-DGA,DGA,0.8104950679114196
FP,m31.zjubgpi.com,non-DGA,DGA,0.6947316835202746
FP,www.lequzhai.com,non-DGA,DGA,0.7054178382982246
FP,mx-04.seyfarth.com,non-DGA,DGA,0.6063119897312937
FP,mg-0x0224.oui-0x00199d.com,non-DGA,DGA,0.9767856263053074
FP,log.vncomics.xyz,non-DGA,DGA,0.5019285822322276
FP,m9.zxyfjpu.biz,non-DGA,DGA,0.9679283236236259
FP,41.young-purple.ga,non-DGA,DGA,0.5636665926092785
FP,fe-self007.nos-avg.cz,non-DGA,DGA,0.7371276759390317
FP,2hpujkw6ypybyaz.net,non-DGA,DGA,0.9854814434314301
FP,r2---sn-2uuxa3vh-jb3k.gvt1.com,non-DGA,DGA,0.9339437241638352
FP,cdn1-27403626.algovid.tv,non-DGA,DGA,0.878669976840466
FP,m20.egwzuzl.in,non-DGA,DGA,0.5755979641812513
FP,m2.obyhogh.biz,non-DGA,DGA,0.5425214804428148
FP,us-ny-2.justproxy.io,non-DGA,DGA,0.8605223851438306
FP,1918421121.localhost,non-DGA,DGA,0.8583415670590211
FP,la4.pingzapper.com,non-DGA,DGA,0.5219683405044266
FP,irnprt001.thrivent.com,non-DGA,DGA,0.5352939729811795
FP,m42.giukuxg.me,non-DGA,DGA,0.543466813722146
FP,xp005.itsupport247.net,non-DGA,DGA,0.5294957962087559
FP,ns534223.ip-149-56-31.net,non-DGA,DGA,0.993206512800132
FP,www9.surrey.ac.uk,non-DGA,DGA,0.6424189262653718
FP,nsd3.srv53.net,non-DGA,DGA,0.6413781330007704
FP,player.pelis123.tv,non-DGA,DGA,0.74520788985051
FP,cs11.pikabu.ru,non-DGA,DGA,0.6048452444290362
FP,gzy.chinagqsw.pw,non-DGA,DGA,0.8745165727168152
FP,tw9.365ssr.com,non-DGA,DGA,0.8685505495992587
FP,yodlee.com.102.122.2o7.net,non-DGA,DGA,0.7987848008008468
FP,m35.qudbpkj.com,non-DGA,DGA,0.6075403014659423
FP,us.playstation.com.102.122.2o7.net,non-DGA,DGA,0.8150299816112356
FP,coojtmhnqdmmopjbk.la,non-DGA,DGA,0.6624981219854376
FP,sub-174-198-16.myvzw.com,non-DGA,DGA,0.9540050596928622
FP,m1-0080.m1-msedge.net,non-DGA,DGA,0.6838960564099592
FP,m37.wzmwqza.com,non-DGA,DGA,0.6366512659291934
FP,qestigra.ucoz.ru,non-DGA,DGA,0.5690653508861462
FP,logs1202.xiti.com,non-DGA,DGA,0.8261405987888075
FP,m1-0087.m1-msedge.net,non-DGA,DGA,0.7214905971272012
FP,ip107952168.ahcdn.com,non-DGA,DGA,0.9404302684862129
FP,m3.zbygnhs.cc,non-DGA,DGA,0.7012852242237246
FP,collector-1550.tvsquared.com,non-DGA,DGA,0.7126485687591808
FP,m41.qjwhpfe.net,non-DGA,DGA,0.7242820708786183
FP,a1789.d.akamai.net,non-DGA,DGA,0.5181240737930447
FP,m40.hwzzhlz.com,non-DGA,DGA,0.8080844784308627
FP,open.mkt2327.com,non-DGA,DGA,0.7341746769841941
FP,m34.mqnrqbl.in,non-DGA,DGA,0.5102505652954497
FP,m16.wchqzkg.me,non-DGA,DGA,0.7784858128520797
FP,m11.ljxdqzu.com,non-DGA,DGA,0.773154757382845
FP,cdn3.fullhdxxx.com,non-DGA,DGA,0.8329563192299123
FP,m22.mutqwqm.biz,non-DGA,DGA,0.7395196257555114
FP,www.thefullwiki.org,non-DGA,DGA,0.6280667765515475
FP,m39.ukyrpys.net,non-DGA,DGA,0.5860179901587119
FP,db.azmoshaver.ir,non-DGA,DGA,0.5250128196999799
FP,w5j3j9d9.inxycdn.host,non-DGA,DGA,0.8656381514843008
FP,www.clix4btc.com,non-DGA,DGA,0.5588459117228683
FP,20777386p.rfihub.com,non-DGA,DGA,0.7929561105483588
FP,images.baby-walz.de,non-DGA,DGA,0.850764755381082
FP,mailin02-allianz.rmx.de,non-DGA,DGA,0.6013378311626453
FP,ns2pub.sfr.fr,non-DGA,DGA,0.5448016506073976
FP,img4.demotywatoryfb.pl,non-DGA,DGA,0.5319902396264173
FP,new-york-1.cdn77.com,non-DGA,DGA,0.6325470259819809
FP,ns-1261.awsdns-29.org,non-DGA,DGA,0.9188576312869191
FP,m12.ezzpznc.org,non-DGA,DGA,0.6920126320865586
FP,byuis.agilixbuzz.com,non-DGA,DGA,0.6463076002898961
FP,m27.xfceqzt.net,non-DGA,DGA,0.5344675036911647
FP,joan-and-kelly.info,non-DGA,DGA,0.7803768486855507
FP,a1733.g.akamai.net,non-DGA,DGA,0.5018029107420513
FP,lagump3terbaru.biz,non-DGA,DGA,0.812854666407506
FP,s14.123apps.com,non-DGA,DGA,0.6365664815982033
FP,m18.zokijzn.me,non-DGA,DGA,0.7333234768148469
FP,m26.zlphjfg.com,non-DGA,DGA,0.6681726350252235
FP,m18na1prapp055.ea.com,non-DGA,DGA,0.875480372590365
FP,m7.jpgfsiu.biz,non-DGA,DGA,0.7058911244232822
FP,smg04.cuw.edu,non-DGA,DGA,0.5585626435587678
FP,www.bereadywithcpf.sg,non-DGA,DGA,0.6562155576061686
FP,mbkd0340.ocn.ad.jp,non-DGA,DGA,0.8017832562489479
FP,r7---sn-ci5gup-cvh6.gvt1.com,non-DGA,DGA,0.8344682837684554
FP,m9.tgkwjxq.in,non-DGA,DGA,0.861421890076004
FP,x.176.go.com.jo,non-DGA,DGA,0.5822875542768386
FP,g27zkdvsxl.com,non-DGA,DGA,0.9039916090235607
FP,m36.zrqrcxu.com,non-DGA,DGA,0.5265951704806129
FP,m19.lwrwkyd.in,non-DGA,DGA,0.6221327497404853
FP,bqkv73uv72t.com,non-DGA,DGA,0.9909863210012306
FP,hls336335.r-cdn.com,non-DGA,DGA,0.9248289223179944
FP,ufile-cloud2.ru,non-DGA,DGA,0.513455036085986
FP,ns9.18bca7c5fd709ac468ba148c590ef6bf.net,non-DGA,DGA,0.9541672133777187
FP,xxxhothub.com,non-DGA,DGA,0.5008875329106197
FP,chooseyourprize49.club,non-DGA,DGA,0.9451078211740833
FP,assets.99static.com,non-DGA,DGA,0.5535522685005363
FP,p-defr00.kxcdn.com,non-DGA,DGA,0.7120220919491236
FP,zenchi120.us,non-DGA,DGA,0.7087397328139426
FP,m30.yqjnxqn.com,non-DGA,DGA,0.8246986441980282
FP,cdn.gratefulvideo.jp,non-DGA,DGA,0.6989839831971056
FP,m27.zbygnhs.cc,non-DGA,DGA,0.7432278964153594
FP,r8---sn-42u-q5qs.gvt1.com,non-DGA,DGA,0.5457189848450295
FP,m36.jwxofdp.in,non-DGA,DGA,0.737346708189351
FP,unxbbuphdmnwl.bz,non-DGA,DGA,0.8981057737216191
FP,www.bizbook.co.za,non-DGA,DGA,0.6153614882205505
FP,m10.wqqzkjj.biz,non-DGA,DGA,0.9887970508145646
FP,s-69.optimavid.com,non-DGA,DGA,0.5279151202134429
FP,xx.binghe88.com,non-DGA,DGA,0.7421720933535225
FP,nova.liquidus.net,non-DGA,DGA,0.5565286045477698
FP,stat.api.4399.com,non-DGA,DGA,0.8064993429090366
FP,h50007.www5.hpe.com,non-DGA,DGA,0.8995392935318904
FP,nonexistingsubdomxin6a1e1a4c.sfprd,non-DGA,DGA,0.6849639899010667
FP,m35.hpqxfes.net,non-DGA,DGA,0.5429974766511471
FP,m30.rwkynsj.in,non-DGA,DGA,0.6414579616053717
FP,m16.kuwgxyk.com,non-DGA,DGA,0.6468558377635176
FP,nvhtfjgvhhaga.tw,non-DGA,DGA,0.950434854497226
FP,m2.zjubgpi.com,non-DGA,DGA,0.5409963266313225
FP,pacbasin.mkt4463.com,non-DGA,DGA,0.839337103445508
FP,rranking3.ziyu.net,non-DGA,DGA,0.7816392794923579
FP,r5.sn-n4v7knll.gvt1.com,non-DGA,DGA,0.5050067321174679
FP,ns-1363.awsdns-42.org,non-DGA,DGA,0.9361504721268384
FP,m11.gwurnyx.biz,non-DGA,DGA,0.7770156689233189
FP,www175.wixdns.net,non-DGA,DGA,0.6463616604683018
FP,ihkkkjgklhwtaqca.la,non-DGA,DGA,0.8837064637292508
FP,data02.flac.pw,non-DGA,DGA,0.5224214188368507
FP,ns1prod.47.azuredns-prd.info,non-DGA,DGA,0.6032452894646797
FP,austrianairlines.122.2o7.net,non-DGA,DGA,0.7289309938682194
FP,rranking12.ziyu.net,non-DGA,DGA,0.9242746646686052
FP,www.avtovzglyad.ru,non-DGA,DGA,0.7932044240978179
FP,contentz.mkt7753.com,non-DGA,DGA,0.8108622190021452
FP,m24.hbjwhhn.com,non-DGA,DGA,0.5956556682568925
FP,cauvang6262.com,non-DGA,DGA,0.8332391985528674
FP,115.ip-54-38-183.eu,non-DGA,DGA,0.9993734759315792
FP,www.signs365.com,non-DGA,DGA,0.8096691164964439
FP,iriboriginal.xyz,non-DGA,DGA,0.6698823292753947
FP,m10.yjybbcf.com,non-DGA,DGA,0.6349424000392615
FP,selenium-172.icpacs.eu,non-DGA,DGA,0.5823679964380051
FP,img.18183.com,non-DGA,DGA,0.7395702539319016
FP,m20.fxlxwxb.net,non-DGA,DGA,0.7484010025748133
FP,m1.bzeyggq.biz,non-DGA,DGA,0.884610359016708
FP,vmta-m-182.lstrk.net,non-DGA,DGA,0.7189823065469952
FP,log.b612kaji.com,non-DGA,DGA,0.9549760934733282
FP,tjxuk.mkt6608.com,non-DGA,DGA,0.9661274612209149
FP,santarosa.k12.fl.us,non-DGA,DGA,0.5209147818574686
FP,dr.tns-gallup.dk,non-DGA,DGA,0.6602549187468818
FP,maison-travaux.fr,non-DGA,DGA,0.6389174245711173
FP,thequint.publisher.quintype.io,non-DGA,DGA,0.5173308847206455
FP,mogw0604.ocn.ad.jp,non-DGA,DGA,0.7688928935358241
FP,www.akhbarak.net,non-DGA,DGA,0.5967326152794747
FP,isp2000.dyndns.org,non-DGA,DGA,0.7717226661155276
FP,api.4399.com,non-DGA,DGA,0.6720102022236422
FP,www.egorlz.xyz,non-DGA,DGA,0.5381098413218556
FP,zmverify.zoho.com,non-DGA,DGA,0.5213622589446413
FP,l.xcvgdf.party,non-DGA,DGA,0.6842838307174937
FP,37.ip-51-254-210.eu,non-DGA,DGA,0.9989182525173499
FP,ip51430834.ahcdn.com,non-DGA,DGA,0.890806951563247
FP,frbhjvazapgo.com,non-DGA,DGA,0.736491812180935
FP,235.ip-51-255-41.eu,non-DGA,DGA,0.9984799506381545
FP,qqweb.qq.com,non-DGA,DGA,0.5702539872769614
FP,m40.bfrixzs.com,non-DGA,DGA,0.5068931827975101
FP,m24.jwxofdp.in,non-DGA,DGA,0.7053996785748893
FP,www.jjqj.net,non-DGA,DGA,0.6507924881962514
FP,m10.ietyxrh.biz,non-DGA,DGA,0.5983494721245323
FP,m6.qortfbq.biz,non-DGA,DGA,0.6128119009564421
FP,beat.thatquiz.org,non-DGA,DGA,0.5648584765660507
FP,z-m-scontent-ams3-1.xx.fbcdn.net,non-DGA,DGA,0.6089612034993177
FP,fund.10jqka.com.cn,non-DGA,DGA,0.6964122862907818
FP,m30.mutqwqm.biz,non-DGA,DGA,0.7491076508801195
FP,ws3.eu1.mininghub.app,non-DGA,DGA,0.5883418484848977
FP,totalcleaner2018.s.xoxknct.com,non-DGA,DGA,0.5118696336426265
FP,ns-1138.awsdns-14.org,non-DGA,DGA,0.9130642577251769
FP,yahoo-leisure.hk,non-DGA,DGA,0.6101897592388681
FP,m12.jyxuwax.com,non-DGA,DGA,0.652628242775139
FP,relay-prod-euwest1-37.wd2go.com,non-DGA,DGA,0.7900507715307854
FP,www.hjclub.info,non-DGA,DGA,0.6020324257828068
FP,proxy01.cleveland.talk4free.com,non-DGA,DGA,0.5181852846786029
FP,m16.yxjhfgy.com,non-DGA,DGA,0.8244674607979247
FP,www.kfzteile24.de,non-DGA,DGA,0.8200016474240162
FP,glabmvqbwdudhdbkqc.nf,non-DGA,DGA,0.9342964086335955
FP,logc203.xiti.com,non-DGA,DGA,0.8558302871716459
FP,3a936.thetacdn.net,non-DGA,DGA,0.5310211049068094
FP,tfjfa.gob.mx,non-DGA,DGA,0.5813173546484738
FP,m16.fahirqz.biz,non-DGA,DGA,0.8074387335718228
FP,r2.sn-o097znlk.gvt1.com,non-DGA,DGA,0.7711547775867563
FP,m14.gwryfkd.cc,non-DGA,DGA,0.5974127209407376
FP,m40.lupqxal.org,non-DGA,DGA,0.5666056518976694
FP,i10.wikimapia.org,non-DGA,DGA,0.5926219549376185
FP,sn-q4f7sn7z.gvt1.com,non-DGA,DGA,0.9588454349398183
FP,ns-1235.awsdns-26.org,non-DGA,DGA,0.9288477954611682
FP,xe-s-xepah01z.abb.com,non-DGA,DGA,0.863338664579735
FP,sea-tags.vizury.com,non-DGA,DGA,0.5142090777854164
FP,m17.mdjlugj.biz,non-DGA,DGA,0.7361364324829042
FP,r5---sn-ug5onuxaxjvh-n8v6.gvt1.com,non-DGA,DGA,0.5159793624246171
FP,msbadger19104.apple.com,non-DGA,DGA,0.6219535490053267
FP,20791782p.rfihub.com,non-DGA,DGA,0.7329304830015865
FP,verify.authorize.net,non-DGA,DGA,0.5644451838653382
FP,qzb.bjchy.gov.cn,non-DGA,DGA,0.9392276823745175
FP,ns-259.awsdns-32.com,non-DGA,DGA,0.8762229617468877
FP,m39.cprgggy.in,non-DGA,DGA,0.5253522211144643
FP,jwilssxrb.pw,non-DGA,DGA,0.662155312184324
FP,ip-139-99-118.net,non-DGA,DGA,0.9990082126958089
FP,vd75.mycdn.me,non-DGA,DGA,0.56205432795675
FP,www.yxgl-picc.net,non-DGA,DGA,0.5320430463664834
FP,mmuregistry.flhealth.gov,non-DGA,DGA,0.503311201003932
FP,m1.yfwqjxo.com,non-DGA,DGA,0.6346155888899693
FP,m36.xchkuuy.net,non-DGA,DGA,0.5480777450060804
FP,idgunny.zing.vn,non-DGA,DGA,0.5782365830981868
FP,ns-1265.awsdns-30.org,non-DGA,DGA,0.9386471883481521
FP,scontent-vie1-1.xx.fbcdn.net,non-DGA,DGA,0.737665165315745
FP,mmi667.whatsapp.net,non-DGA,DGA,0.787991750793927
FP,r2---sn-n4v7sn7z.gvt1.com,non-DGA,DGA,0.8128203317004146
FP,advtrack.yicha.jp,non-DGA,DGA,0.6344185781791984
FP,r8---sn-8qu-t0a6.gvt1.com,non-DGA,DGA,0.5839619799014327
FP,selenium-155.icpacs.eu,non-DGA,DGA,0.6457272135434036
FP,m27.kuilzqn.com,non-DGA,DGA,0.5423978918497139
FP,iduxzj9.qiniudns.com,non-DGA,DGA,0.7194156438323763
FP,ns-1484.awsdns-57.org,non-DGA,DGA,0.9509522209986606
FP,sjzhushou.com,non-DGA,DGA,0.6154418709748561
FP,talk1310an.kik.com,non-DGA,DGA,0.677550064122705
FP,5515385.com,non-DGA,DGA,0.9874593331636579
FP,mx2.hc2188-87.iphmx.com,non-DGA,DGA,0.9323010988908342
FP,www.budlight.com,non-DGA,DGA,0.5671757505694568
FP,mail2.trafgroup.org,non-DGA,DGA,0.5447905179417224
FP,m13.itzaxrk.biz,non-DGA,DGA,0.7378416343686446
FP,sposoby-pohudet.ru,non-DGA,DGA,0.6441968131305462
FP,m42.yiwumbj.biz,non-DGA,DGA,0.7973563915057567
FP,apsep02776.uhc.com,non-DGA,DGA,0.9700664187930486
FP,m5.frhjtrk.in,non-DGA,DGA,0.7280023626980937
FP,logs1187.xiti.com,non-DGA,DGA,0.894202432272253
FP,dubai.dubizzle.com,non-DGA,DGA,0.7519353139714168
FP,zagent538.h-cdn.com,non-DGA,DGA,0.6655028517505175
FP,m41.yjdjtzc.com,non-DGA,DGA,0.72290805846843
FP,zqtwndy.ru,non-DGA,DGA,0.5253421228641287
FP,a1968.g1.akamai.net,non-DGA,DGA,0.5145854109756414
FP,shunt-h5.wdfangyi.com,non-DGA,DGA,0.6709006984974216
FP,nasa.gov.wag320n,non-DGA,DGA,0.7748637448712329
FP,baby.163.com,non-DGA,DGA,0.6037699969828493
FP,img713.imageshack.us,non-DGA,DGA,0.6413676754697297
FP,edge-video-shv-01-lhr3.fbcdn.net,non-DGA,DGA,0.7131565731689167
FP,ads.wpc.4689.mucdn.net,non-DGA,DGA,0.5343057239128717
FP,29.ip-92-222-85.eu,non-DGA,DGA,0.9991252372828817
FP,matchtv2017.disqus.com,non-DGA,DGA,0.7767674866133047
FP,ed1vacb32801.webex.com,non-DGA,DGA,0.6912275440718678
FP,relay-prod-eucentral1-6.wd2go.com,non-DGA,DGA,0.5707584925564002
FP,a1859.b.akamai.net,non-DGA,DGA,0.5798265507996434
FP,ns-273.awsdns-34.com,non-DGA,DGA,0.8680584612915957
FP,m36.czlxzql.net,non-DGA,DGA,0.7718879126122231
FP,a950.b.akamai.net,non-DGA,DGA,0.5489091299057819
FP,my-payments-p24.privatbank.ua,non-DGA,DGA,0.8203559393682432
FP,na1vsa23.kaseya.net,non-DGA,DGA,0.5198595075272867
FP,r4---sn-0ox-hqx6.gvt1.com,non-DGA,DGA,0.7047999847623998
FP,www.livesport.cz,non-DGA,DGA,0.5583939915957523
FP,ip18.ip-54-36-149.eu,non-DGA,DGA,0.9994289723435539
FP,cwohhmrwuqglpsxvfylqe.eu,non-DGA,DGA,0.9084105898587713
FP,m2.yfpmfxf.cc,non-DGA,DGA,0.5996973560537691
FP,wiadxfpqcdlnbghfxxor.cm,non-DGA,DGA,0.8522434105818967
FP,m22.gwurnyx.biz,non-DGA,DGA,0.7902661254488853
FP,vd68.mycdn.me,non-DGA,DGA,0.6255277124562317
FP,r1.sn-vgqskn76.gvt1.com,non-DGA,DGA,0.9094350650792129
FP,ru-185-242-7.friproxy.biz,non-DGA,DGA,0.8199227044882694
FP,r6---sn-j5caxoxu-pn2z.gvt1.com,non-DGA,DGA,0.8843505631654298
FP,m15.jqphuor.in,non-DGA,DGA,0.7986452367527314
FP,www.directory.gov.hk,non-DGA,DGA,0.5233546895865107
FP,118114.net,non-DGA,DGA,0.717591611535902
FP,jzdq.bjchy.gov.cn,non-DGA,DGA,0.9208303671550851
FP,99taxis.mobi,non-DGA,DGA,0.8137460983647659
FP,ukcusupws01.fnfis.com,non-DGA,DGA,0.5332065417309015
FP,r3---sn-uphxqvujvh-30az.gvt1.com,non-DGA,DGA,0.7092280901170461
FP,play.lz-buyads.com,non-DGA,DGA,0.7931123591456639
FP,112558.tctm.co,non-DGA,DGA,0.8809310375301439
FP,izrukvruki.ru,non-DGA,DGA,0.8423178098618018
FP,m34.yzotynh.cc,non-DGA,DGA,0.6779615856255752
FP,avondale.k12.az.us,non-DGA,DGA,0.6164797713379994
FP,hdpornogratis.xxx,non-DGA,DGA,0.6173756955707137
FP,www.xueyazhushou.com,non-DGA,DGA,0.7308529375551542
FP,xpeudvptabvk.de,non-DGA,DGA,0.7921265859520367
FP,best-ads123.com,non-DGA,DGA,0.5259602753364782
FP,mailrelay6.nmsu.edu,non-DGA,DGA,0.6350259780473707
FP,ziyouxia518.com,non-DGA,DGA,0.8143583848345577
FP,m39.wjxhufb.org,non-DGA,DGA,0.84820154694912
FP,js.av4.xyz,non-DGA,DGA,0.6088625195630721
FP,m42.zhnxlit.net,non-DGA,DGA,0.5459985418180813
FP,evbyminsa0082.epam.com,non-DGA,DGA,0.600088426510418
FP,grooverelay29.bdo.com,non-DGA,DGA,0.6339845925386508
FP,m3.mjyaxjr.in,non-DGA,DGA,0.650497641790351
FP,mail.yahooapis.jp,non-DGA,DGA,0.5038616286105089
FP,m18.toucyyz.biz,non-DGA,DGA,0.6084475295318337
FP,traffikx.info,non-DGA,DGA,0.5189575791293364
